Timestamp,Name,Phone
"2025-04-07T14:50:20.232Z","enes","06254345"
"2025-04-10T08:03:52.931Z","enes","06254345"
"2025-04-10T08:04:06.288Z","enes","06254345"
"2025-04-10T08:07:57.651Z","enes","06254345"
"2025-04-10T08:08:16.662Z","mero","06254345"
"2025-04-10T08:16:32.122Z","enes","06254345"
"2025-04-10T13:52:14.785Z","enes","06254345"
"2025-04-10T13:59:55.173Z","mero","06254555"
